,de,en
110,"Denn es ist klar: Selbst wenn wir innerhalb der Europäischen Union eine tolle Regelung treffen, der Verkehr macht nicht Halt an diesen Grenzen, er geht darüber hinaus.","For one thing is clear: even if we come to an excellent arrangement within the European Union, traffic does not stop at our borders, it goes beyond them."
111,"Daher sind weitergehende, nämlich regional weitergehende Regelungen sicherlich sinnvoll.",Hence there is certainly every reason to introduce more far-reaching regional provisions.
112,"Wenn die Frau Kommissarin das heute nicht machen kann, wäre sie dann bereit, dem Ausschuß schriftlich den Stand der Dinge und den Stand der Verhandlungen zwischen CEN und Wirtschaftskommission zu übermitteln?",If the Commissioner is unable to do so today then would she be prepared to inform the committee in writing of how matters stand and what stage negotiations between the CEN and the Economic Commission are at?
113,"Herr Präsident, Frau Kommissarin. Ah, der Herr Kommissar ist da, ich hatte schon gedacht, Sie kommen nicht.","Mr President, Commissioner, ah, now I see Commissioner Fischler is here, and there I was thinking that you would not be coming."
114,Willkommen in diesem Parlament!,Welcome to Parliament!
115,"Liebe Kolleginnen und Kollegen! Wir können nicht darüber hinwegsehen, daß der Gewinn des Europäischen Binnenmarktes sich auf die reichen Regionen konzentriert und selbst dort nicht allen Bevölkerungsteilen zugute kommt.","Ladies and gentlemen, we cannot overlook the fact that the benefits of the European internal market are reaped most of all by the wealthy regions, and even there they are not enjoyed by all sections of the population."
116,"Wie lange wollen wir eigentlich so eine Entwicklung akzeptieren, die auf die zunehmende Spaltung zwischen armen und reichen Regionen hinausläuft?","How long do we actually intend to allow this kind of development to go on for, resulting as it does in the widening gulf between poor and wealthy regions?"
117,"Während im fünften Bericht über die Situation der Regionen die Arbeitslosigkeit in den armen Regionen siebenmal höher lag als in den reichen Regionen, spricht der sechste Bericht bereits von einer achtmal höheren Arbeitslosigkeit, obwohl europäische Strukturfondsmittel in die Regionen fließen.","Whilst, in the fifth report on the situation in the regions, unemployment was seven times higher in the poor regions than in the wealthy regions, the sixth report is already talking in terms of it being eight times higher, despite the fact that European structural funds are pouring into the regions."
118,"Deshalb wundert es natürlich niemanden, daß bereits im Vorfeld der neuen Strukturfondsverordnung die Forderung laut wird, die Mittel effizienter und konzentrierter einzusetzen für die europäischen Ziele hohes Beschäftigungsniveau und nachhaltige Entwicklung, um nur einige zu nennen.","Hence, it will, of course, come as no surprise to anyone that the very preamble to the new structural funds regulation places great emphasis on the call for the funds to be implemented more efficiently and in a more concentrated manner in order to achieve the European objectives of high employment levels and sustainable development, to name but a few."
119,"Das Parlament, aber vor allen Dingen die Mitgliedstaaten forderten massiv Verbesserungen.","Parliament, but above all the Member States, demanded massive improvements."
120,"Das war dann aber recht schnell vergessen, als die Kommission das neue Instrument dafür, die Leitlinien, entwickelt hatte und mehr Verbindlichkeit in die Forderung nach Effizienz, Konzentration und Verwaltungsvereinfachung beim Einsatz der Europäischen Strukturfonds bringen wollte.","This was very soon forgotten, however, when the Commission developed the new instrument for the purpose, the guidelines, and wanted to make the requirement for there to be efficiency, concentration, and simplification of administration in the implementation of the European structural funds more binding."
121,Dann beriefen sich die Regierungen in den Mitgliedstaaten auf das Subsidiaritätsprinzip und wollten das Geld nur einfach rübergeschoben haben.,"Subsequently, the Member State governments referred to the principle of subsidiarity and just wanted to get their hands on the money."
122,Vom Berliner Gipfel 1999 blieb dann nur noch der indikative Charakter der Leitlinien übrig.,And so all that remained of the 1999 Berlin Summit was the indicative nature of the guidelines.
123,"Dieser verpflichtet jedoch die Kommission zumindest dazu, nur die Programme zu genehmigen, mit denen die europäischen Ziele auch wirklich erreicht werden können.","However, this at least places the Commission under the obligation to approve only those programmes that will actually enable European objectives to be achieved."
124,"Wenn ich auch Zweifel habe, daß dieses indikative Instrument wirklich ausreicht, um Effizienz und Konzentration zu erreichen und die europäischen Ziele wirklich umzusetzen, so ist doch Fakt, daß die Leitlinien in den Verhandlungen für das gemeinschaftliche Förderkonzept eine zentrale Rolle spielen werden.","I may have my doubts as to whether this indicative instrument will actually succeed in achieving efficiency and increased concentration and in actually putting the European objectives into practice, but it is a fact that the guidelines will be of central importance to the negotiations for the Community development programme."
125,"Wenn die europäische Ebene ernst genommen werden will, müssen sie das auch!","If you want our work at European level to be taken seriously, then you must also take it seriously yourselves!"
126,"Der Parlament hatte nicht die Möglichkeit, inhaltlich auf die Leitlinien einzugehen, weil es erst konsultiert wurde, als die Legislaturperiode längst vorbei war.",Parliament was not in a position to go into the content of the guidelines because it was not consulted until the legislative period was long since past.
127,"Jetzt, wo die Programmierungsphasen weit vorangeschritten sind, macht es wenig Sinn, alles zurückzuholen.","Now that the programming phases are so far on, there is little point in starting from scratch again."
128,Deshalb konzentriere ich mich in meinem Bericht in Abstimmung mit dem Ausschuß auf den strategischen Charakter des Instrumentes.,"That is why in my report I concentrate on the strategic nature of the instrument, with the blessing of the committee."
129,Erstens: Der Bericht prüft die Wirkung des Instrumentes an sich.,"Firstly, the report assesses the impact of the instrument per se."
130,Zweitens: Er deckt die Mängel im Kommissionsdokument auf.,"Secondly, it uncovers the shortcomings in the Commission document."
131,So wurde beispielsweise im zentralen Teil der Strukturfonds die Partnerschaft schlichtweg vergessen.,"For example, the question of partnership was simply left out of the central part of the structural funds."
132,"Das zentrale Prinzip, welches die Mitgliedstaaten auffordert, daß Programme mit den Kommunen und Regionen, aber auch mit den lokalen Akteuren, Wirtschafts- und Sozialverbänden, NGO, Gewerkschaften, Unternehmerverbänden, Frauenverbänden, Bürgerinitiativen, Beschäftigungsinitiativen vor Ort erarbeitet werden, sucht man im Dokument vergeblich.","One searches the document in vain for the central principle, which calls upon the Member States to see that programmes are implemented at local level in conjunction not only with the local authorities and regions but also with local actors, business and social organisations, NGOs, unions, employers' associations, women' s organisations, citizens' initiatives and employment initiatives."
133,"Die Frage, warum es vergessen wurde, ist bis heute nicht beantwortet worden.",The question as to why it was left out has not been answered to date.
134,Hier stellt das Parlament zentrale Forderungen.,Parliament makes demands here that are of central importance.
135,"Es erwartet von der Kommission, daß sie nur die Programme genehmigt, die in einer solchen Partnerschaft entstanden sind.",It expects the Commission to only approve those programmes established on the basis of partnerships of this kind.
136,"Es wundert mich schon, liebe KollegInnen von der Konservativen Fraktion, daß ich so plötzlich über Nacht Änderungsanträge vorfinde, die den dezentralen Ansatz streichen wollen.","It surprised me, Members of the Conservative Group, to suddenly find that amendments aimed at dropping the decentralising approach had been produced overnight."
137,"Ich kann nur sagen, gehen Sie damit in Ihre Regionen und erklären Sie Ihren Wählerinnen und Wählern, warum in den Regionen nicht das europäische Prinzip der Dezentralität verwirklicht werden soll.",All I can say is try taking this to your regions and explaining to your electorate why the European principle of decentralisation is not to be put into practice in the regions.
