,es,en
97,"Y en la revisión, en la asignación de las reservas, tenga en cuenta, con carácter estratégico, las necesidades de empleo porque eso, en definitiva, es lo que requieren los Fondos estructurales y los Fondos de cohesión.","Please take account, in strategic terms, in the revision and in the allocation of reserves, of employment needs, because this, fundamentally is what the Structural Funds and the Cohesion Funds require."
98,"Señor Presidente, el Grupo del Partido de los Socialistas Europeos de este Parlamento está de acuerdo con el informe que acaba de exponer el Sr. Berend y felicita a su autor, tanto por la calidad de sus conclusiones como por su flexibilidad, que ha permitido incorporar en comisión enmiendas procedentes de los diferentes grupos.","Mr President, the Group of the Party of European Socialists in this Parliament agrees with the report that Mr Berend has just presented and congratulates the author, both on the quality of his conclusions and on his flexibility, which ensured that the different groups were able to incorporate amendments in committee."
99,"Debe recordarse que actualmente la competitividad global de la Unión Europea es el 81% de la de los Estados Unidos de América y que esta cifra sólo mejorará si mejora la de nuestras unidades competitivas que son las regiones y ello, además, en un momento en que la evolución tecnológica, la mundialización económica y nuestros problemas, la ampliación y la moneda única, hacen más exigible a las regiones, pero también a las empresas y a los individuos, un mayor esfuerzo competitivo.","It must be remembered that, currently, the European Union' s overall competitiveness is, in general terms, 81% of that of the United States of America and that this figure will only improve if the figure for our competitive units, that is the regions, also improves. Furthermore, this is at a time when technological development, economic globalisation and our problems, which are enlargement and the single currency, demand that the regions, as well as businesses and individuals, make more of an effort to be competitive."
100,El sexto informe de la Comisión Europea ofrece conclusiones muy valiosas.,The European Commission' s sixth report presents very valuable conclusions.
101,"Resumo dos de ellas, ya las ha recordado el ponente, una positiva y otra negativa.","I shall summarise two of those highlighted by the rapporteur, one positive and one negative."
102,"La primera es que se han logrado importantes avances en la cohesión territorial y social en todo el territorio de la Unión y que los Fondos comunitarios han constituido un factor importante, aunque no decisivo, en la reducción de las desigualdades regionales.","The first is that important advances have been made in regional and social cohesion throughout the Union and that the Community Funds have been a major, although not decisive, factor in reducing regional inequalities."
103,La negativa es que este gran esfuerzo que se ha hecho fue más eficaz en el acercamiento del PIB y de la productividad de las regiones europeas que en el de sus niveles de empleo.,The negative conclusion is that the great effort made has been more efficient in harmonising the European regions' GDP and productivity than in harmonising its levels of unemployment.
104,"Es preciso, pues, vincular más la financiación estructural a la creación de puestos de trabajo.",It is therefore necessary to link structural financing more closely to job creation.
105,"Es, señor Comisario, el primer mandamiento para el próximo período.","This, Commissioner, is the first commandment for the coming period."
106,"Así pues, señor Presidente, pido a mis ilustres colegas la aprobación de este informe y pido a la Comisión, igual que han hecho otros colegas, que tenga muy presentes las conclusiones de su Sexto informe periódico de cara a la programación del período 2000-2006.","Thus, Mr President, I ask my fellow Members to approve this report and I ask the Commission, as other speakers have done, to take good note of the conclusions of their sixth periodic report when they address the programming for the period 2000-2006."
