,pl,en
107,Panie Przewodniczący! Rynek wewnętrzny stanowiący jeden z filarów Unii Europejskiej podlega ciągłym przekształceniom.,"Mr President, as one of the pillars of the European Union the internal market is subject to constant change."
108,"Każdego dnia obserwujemy, jak bardzo jego urzeczywistnienie wpływa na życie przeciętnego obywatela.",Every day we see how much it actually impacts on the lives of ordinary citizens.
109,Pogłębienie integracji europejskiej zależy bezpośrednio od pogłębienia integracji gospodarek poszczególnych państw członkowskich.,Deepening European integration depends directly on deepening integration between the economies of the individual Member States.
110,"Dlatego tak ważne jest dla wszystkich obywateli, aby rynek wewnętrzny poprzez zdecydowane działania pozbywał się kolejnych barier i przeszkód w przepływie osób, kapitału, towarów i usług.","It is therefore very important for all citizens that decisive action should be taken to rid the internal market of successive barriers and obstacles to the flow of people, capital, goods and services."
111,"Sprawozdanie pana posła Toubon jest trafnym sprawozdaniem wskazującym obszary, na których prawodawstwo oraz polityki unijne powinny się koncentrować w celu usprawnienia działania rynku wewnętrznego.",The report by Mr Toubon is an accurate report which sets out the areas on which EU legislation and policy should concentrate to improve the operation of the internal market.
112,"Zwraca on uwagę na wiele kwestii, które powinny stać się priorytetami w naszej pracy, a przede wszystkim na wypracowanie zaufania obywateli, zarówno konsumentów, jak i przedsiębiorców, do rynku wewnętrznego.","He draws attention to many issues which should take priority in our work and in particular to gaining the confidence of citizens, both consumers and business people, in the internal market."
113,"Zdecydowanie popieram zawartą w sprawozdaniu pana Toubon tezę, by włączyć parlamenty narodowe do prac legislacyjnych Parlamentu, czego konsekwencją będzie znaczne przybliżenie Unii naszym obywatelom.","I wholeheartedly support the idea contained in Mr Toubon's report that the national parliaments should be involved in the legislative work of Parliament, which will result in the EU being brought considerably closer to our citizens."
114,Jest to bardzo cenna wskazówka.,It is a very worthwhile suggestion.
115,"Na koniec pragnę dodać, że jako była bizneswoman zgadzam się z zawartymi w sprawozdaniu wszelkimi zaleceniami dotyczącymi eliminacji obciążeń administracyjnych dla przedsiębiorstw.","Finally, I would like to add that as a former businesswoman I agree with all the recommendations in the report concerning the removal of administrative burdens on businesses."
116,"Tylko dzięki konsekwentnej, prorynkowej i liberalnej polityce gospodarka Unii będzie w stanie konkurować z gospodarkami Stanów Zjednoczonych, Chin czy Indii.","It is only on the basis of a consistent, pro-market and liberal policy that the EU economy will be able to compete with the economies of the United States, China and India."
117,"Gratuluję sprawozdawcy świetnie napisanego sprawozdania, którego główną zaletą jest jego wyważona treść.",I congratulate the rapporteur on his excellent report whose greatest virtue is its balanced content.
118,"Powiedziałabym wręcz, że stanowi ono swego rodzaju ponadpolityczną mapę drogową priorytetów naszej pracy nad rynkiem wewnętrznym.",I would simply say that it constitutes a kind of non-political roadmap setting out the priorities for our work on the internal market.
119,"w imieniu grupy PPE-DE. - Panie Przewodniczący! Jako euro-deputowany z Gdańska poczuwam się do podwójnej odpowiedzialności: po pierwsze za los 3000 miejsc pracy i zakładu, który ma rangę symbolu w Polsce, po drugie jednak, za to, abyśmy wspólnie przestrzegali zasad racjonalnej gospodarki, na której wspiera się Wspólnota Europejska, i która przyniosła dobrobyt milionom mieszkańców Europy.","on behalf of the PPE-DE group. - Mr President, as the MEP for Gdańsk I feel I have a two-fold responsibility: firstly, for the fate of 3 000 jobs and an establishment which has symbolic status in Poland, and, secondly, for ensuring that together we comply with the principles of rational economy on which the European Community is based and which has brought prosperity to millions of Europe's inhabitants."
120,"Wierzę więc, że dzisiejsza debata nie będzie manifestacją polityczną.",I therefore believe that today's debate will not be a political demonstration.
121,Polityki jest za dużo wokół Stoczni Gdańskiej.,There is too much politics surrounding the Gdańsk shipyard.
122,Była ona dotąd nadmiernie politycznie eksploatowana.,To date it has been over-exploited politically.
123,"Ufam, że będzie to krok w kierunku znajdowania optymalnych rozwiązań.",I trust that this will be a step towards finding the best possible solutions.
124,"Wierzę również, że takie intencje przyświecały radykalnej lewicy w Parlamencie, która wywołała debatę, ale chciałbym jednak przypomnieć, że to nie marzyciele o ustroju szczęścia społecznego, ale praktycy realnego socjalizmu zwani u nas postkomunistami dwukrotnie w akcie politycznej zemsty likwidowali Stocznię Gdańską, co podcinało jej wiarygodność ekonomiczną i jest jednym ze źródeł dzisiejszych problemów.","I also believe that such intentions have motivated the radical left in Parliament, which has called for this debate, but I would point out that they are not idealists seeking a system of social happiness, but practitioners of real socialism, referred to in Poland as ""post-Communists”, who twice shut down the Gdańsk shipyard as an act of political revenge, thereby undermining its economic credibility and creating one of the sources of today's problems."
125,"Byłem świadkiem i skromnym uczestnikiem tego zbiorowego uniesienia w sierpniu 1980 roku, które zrodziło Solidarność, później ruch 10 milionów ludzi.","I was a witness to and a modest participant in the collective elation in August 1980 which gave birth to Solidarity, subsequently a movement of 10 million people."
126,"Wiem, że wśród 3000 pracowników dzisiejszej Stoczni są ci, którzy wówczas ryzykowali życie w imię ludzkiej godności, w imię praw człowieka i innych wartości wypisanych na sztandarach Unii Europejskiej.","I know that there are among the 3 000 employees of the present shipyard people who at that time risked their lives in the name of human dignity, human rights and other values enshrined among the standards of the European Union."
127,"Robili to z odwagą, ale i z rozwagą, bez użycia przemocy, dlatego ta droga, bez użycia przemocy, narzędzi terroru może być drogowskazem dla nas w XXI wieku.","They did so with courage but also prudence, and without resorting to violence. Consequently, that approach, which did not involve the use of violence - an instrument of terror - may serve as a guide for us in the twenty-first century."
128,"I oczywiście chciałoby się, żeby te wielkie skupiska pracownicze, stocznie, kopalnie, huty, które były ostoją Solidarności, dawały jej moc nieporównywalnie większą niż osamotnieni dysydenci w innych krajach, żeby te skupiska stawały się teraz wzorami sukcesu ekonomicznego na wolnym rynku.","I would, of course, like the major centres of workers, the shipyards, the mines and the steelworks which formed the mainstay of Solidarity, to lend the shipyard's cause infinitely greater support than isolated dissenting voices abroad, and I would like these centres to now become examples of economic success in the free market."
129,"Ale to jest bardzo trudne, niemożliwe w krótkim okresie czasu, o czym poucza doświadczenie wielkich ośrodków przemysłu ciężkiego na Zachodzie Europy, które potrzebowały całych dziesięcioleci, aby przekształcić się w nową ekonomiczną jakość.","However, this will be very difficult, even impossible in the short term, as we can see from the experience of major centres of heavy industry in western Europe, which have taken entire decades to turn around economically."
