,fr,en
91,"A cet égard, je me réjouis que la commission de la politique régionale ait adopté un de mes amendements invitant la Commission à réserver un chapitre spécial de son prochain rapport sur la cohésion au cas particulier de l' ultrapériphérie et, plus spécifiquement, à l' analyse de l' impact des mesures qui seront prochainement adoptées en application du nouvel article 299, paragraphe 2, du traité d' Amsterdam.","In this respect, I am pleased to see that the Committee on Regional Policy, Transport and Tourism has adopted one of my amendments calling on the Commission to devote a specific chapter in its next report on cohesion to the special case of the most remote regions and, more specifically, to consideration of the impact of the measures shortly to be adopted under new Article 299(2) of the Treaty of Amsterdam."
92,"Enfin, il me semble que le sixième rapport périodique offre des arguments intéressants dans l' optique d' un véritable projet de développement durable et équilibré du territoire européen, notamment lorsqu' il synthétise l' importance du rapport entre le centre de l' Europe et sa périphérie.","Finally, in my view, this sixth periodic report presents interesting arguments from the viewpoint of a real project for the balanced sustainable development of Europe, particularly when it outlines the importance of relations between the central areas of Europe and its more remote regions."
93,"Même si la Commission hésite encore à l' exprimer de façon trop explicite, son rapport périodique nous démontre l' urgence de favoriser un développement polycentrique de l' espace communautaire, par le biais des politiques structurelles de l' Union et dans le cadre de la démarche qui a été initiée par le SEC.","Even if the Commission is still reluctant to say so in too explicit a fashion, its periodic report demonstrates the urgent need to promote polycentric development of the Community area through the Union' s structural policies and within the scope of the approach initiated by the SEC."
94,"Monsieur le Président, Monsieur le Commissaire, mes chers collègues, les secondes m' étant comptées, j' irai à l' essentiel.","Mr President, Commissioner, as my time is limited, I shall get straight to the point."
95,Un constat d' abord : les fruits de la croissance ne sont pas équitablement partagés au sein de l' Union.,"Firstly, let me make a statement of fact: the fruits of growth are not distributed equitably within the Union."
96,"Un exemple en est donné par les régions ultrapériphériques, encore frappées durement par des taux de chômage dramatiques.","The most remote regions, still hard hit by catastrophic unemployment rates, offer one example of this."
97,Ce taux est de 37 % à la Réunion par exemple.,"In Reunion, for example, the rate is 37%."
98,"Mais cette situation n' est pas conjoncturelle, elle est structurelle. C' est notre éloignement, notre insularité, bref, notre personnalité propre qui la créent.","This is not a situation related to the economic climate, however; rather it is a structural problem, created by our remoteness, our insularity, in short, our own specific personality."
99,"Pour y faire face, l' article 299, paragraphe 2, du traité d' Amsterdam avait prévu le principe d' un traitement spécifique et dérogatoire.","The principle of specific, exceptional treatment was envisaged in Article 299(2) of the Treaty of Amsterdam in order to deal with such cases."
100,Reste à traduire ce principe en actes.,It only remains to put this principle into practice.
101,Le document de la Commission annoncé pour décembre 1999 a été reporté en janvier puis en février et les premières réflexions ne m' incitent guère à l' optimisme.,"The Commission document expected to be ready in December 1999 was delayed until January, then February, and the initial thinking does not fill me with much optimism."
102,Je lance dès lors un appel solennel au Conseil et à la Commission.,I therefore appeal formally to the Council and the Commission.
